date,region,area_code,below10,10to19,20to29,30to39,40to49,50to59,60to69,70to79,80to89,90to99,over100,total_movein,total_moveout,net_move,inner_move,inner_movein,inner_moveout,between_movein,between_moveout,born,born_rate,marriage,marriage_rate,public_vehicle,private_vehicle,commercial_vehicle,total_vehicle
2019-02-01,강원특별자치도,5100000000,45901,38371,35132,60038,61420,40595,25657,12993,6476,1005,55,21212,22213,-1001,9108,4232,4232,7872,8873,646.0,5.5,503.0,4.3,5623.0,739405.0,24887.0,769915.0
2019-03-01,강원특별자치도,5100000000,46225,38732,35343,60477,61992,41013,25874,13085,6495,1008,54,20616,20361,255,9269,3721,3721,7626,7371,726.0,5.6,529.0,4.1,5666.0,739609.0,24875.0,770150.0
2019-04-01,강원특별자치도,5100000000,46401,39004,35472,60602,62456,41246,26107,13200,6527,1031,52,18628,18094,534,8859,2946,2946,6823,6289,730.0,5.8,534.0,4.3,5706.0,740727.0,24991.0,771424.0
2019-05-01,강원특별자치도,5100000000,46453,39240,35637,60831,62774,41571,26308,13271,6579,1040,53,17508,17293,215,8856,2687,2687,5965,5750,697.0,5.4,701.0,5.4,5752.0,742459.0,24978.0,773189.0
2019-06-01,강원특별자치도,5100000000,46800,39554,35905,61090,63325,41988,26631,13332,6629,1047,55,14676,14403,273,7272,2184,2184,5220,4947,634.0,5.1,534.0,4.3,5828.0,744380.0,25132.0,775340.0
2019-07-01,강원특별자치도,5100000000,47094,39753,36137,61317,63897,42269,26977,13384,6706,1058,55,16224,16154,70,7881,2387,2387,5956,5886,704.0,5.4,500.0,3.9,5808.0,746532.0,25218.0,777558.0
2019-08-01,강원특별자치도,5100000000,47249,40037,36340,61464,64472,42480,27208,13445,6764,1063,53,17743,17434,309,9312,2489,2489,5942,5633,693.0,5.3,468.0,3.6,5821.0,748481.0,25303.0,779605.0
2019-09-01,강원특별자치도,5100000000,1206614,1382646,1748754,1945899,2292645,2152778,1299127,712909,302310,43326,3640,15502,15212,290,7647,2385,2385,5470,5180,599.0,4.8,454.0,3.6,5830.0,749972.0,25270.0,781072.0
2019-10-01,강원특별자치도,5100000000,1205293,1379508,1745491,1944077,2294880,2160327,1307705,715065,304799,43845,3706,16178,15687,491,7966,2371,2371,5841,5350,707.0,5.5,602.0,4.6,5852.0,749334.0,25341.0,780527.0
2019-11-01,강원특별자치도,5100000000,1202606,1375843,1750991,1940912,2289363,2165497,1318317,717144,307709,44462,3735,17691,16874,817,9027,2552,2552,6112,5295,660.0,5.3,616.0,4.9,5927.0,750327.0,25366.0,781620.0
2019-12-01,강원특별자치도,5100000000,1200597,1373979,1754439,1940021,2285992,2170600,1327051,718326,309784,44976,3743,19954,19518,436,9620,3025,3025,7309,6873,625.0,4.8,744.0,5.7,5930.0,751433.0,25337.0,782700.0
2020-01-01,강원특별자치도,5100000000,1199172,1373233,1757715,1939875,2282982,2176267,1335324,720260,311590,45280,3784,22167,22664,-497,10475,3998,3998,7694,8191,723.0,5.6,538.0,4.2,5934.0,753513.0,25361.0,784808.0
2020-02-01,강원특별자치도,5100000000,1196919,1372036,1760436,1937647,2284639,2179942,1342871,722469,312919,45498,3802,23144,23679,-535,10148,4616,4616,8380,8915,654.0,5.4,514.0,4.2,5888.0,754610.0,25308.0,785806.0
2020-03-01,강원특별자치도,5100000000,1195759,1371159,1763053,1935950,2284579,2185776,1348872,726746,314527,45775,3815,22074,22746,-672,10465,3802,3802,7807,8479,720.0,5.6,518.0,4.0,5929.0,755643.0,25255.0,786827.0
2020-04-01,강원특별자치도,5100000000,1194589,1369626,1764908,1934621,2285113,2190395,1358170,729804,316681,46213,3823,16900,17495,-595,8582,2707,2707,5611,6206,686.0,5.5,418.0,3.3,5974.0,757738.0,25171.0,788883.0
2020-05-01,강원특별자치도,5100000000,1191758,1367004,1766694,1934070,2284546,2194642,1366998,732240,318900,46533,3834,15922,14772,1150,7758,2091,2091,6073,4923,645.0,5.0,512.0,4.0,6030.0,760730.0,25148.0,791908.0
2020-06-01,강원특별자치도,5100000000,1189173,1363554,1768414,1931630,2284746,2198003,1377326,734343,320945,46914,3864,19094,18102,992,9301,2815,2815,6978,5986,671.0,5.4,501.0,4.0,6063.0,764782.0,25109.0,795954.0
2020-07-01,강원특별자치도,5100000000,1186887,1359104,1768975,1928525,2286573,2200743,1387297,735878,323003,47289,3903,17746,16661,1085,8493,2604,2604,6649,5564,619.0,4.8,465.0,3.6,6070.0,768184.0,25238.0,799492.0
2020-08-01,강원특별자치도,5100000000,1184990,1355462,1770695,1925827,2290198,2198828,1399372,737272,325340,47768,3914,15527,14604,923,6869,2266,2266,6392,5469,597.0,4.6,369.0,2.9,6046.0,769762.0,25179.0,800987.0
2020-09-01,강원특별자치도,5100000000,112226,149241,182213,175062,233520,271370,208440,136488,62855,9551,727,16250,15610,640,8177,2274,2274,5799,5159,675.0,5.4,406.0,3.2,6083.0,772014.0,25134.0,803231.0
2020-10-01,강원특별자치도,5100000000,111877,148439,181198,174498,233030,271325,209826,136420,63436,9654,742,17277,16166,1111,8612,2470,2470,6195,5084,653.0,5.0,468.0,3.6,6067.0,774046.0,25084.0,805197.0
2020-11-01,강원특별자치도,5100000000,111522,148059,181229,173951,232183,271278,211307,136385,64029,9795,750,17736,16799,937,8442,2667,2667,6627,5690,585.0,4.7,536.0,4.3,6093.0,776404.0,25098.0,807595.0
2020-12-01,강원특별자치도,5100000000,111278,147872,181271,173485,231350,271670,212545,136287,64455,9832,749,19517,18599,918,8487,2944,2944,8086,7168,607.0,4.7,623.0,4.8,6084.0,777815.0,25200.0,809099.0
2021-01-01,강원특별자치도,5100000000,111175,147241,181040,173229,230684,271995,213730,136231,64812,9882,757,17653,18450,-797,7233,3232,3232,7188,7985,736.0,5.7,422.0,3.2,6059.0,780014.0,25113.0,811186.0
2021-02-01,강원특별자치도,5100000000,110952,146780,180867,172887,230518,272013,214770,136328,65049,9931,760,18990,19475,-485,7595,3793,3793,7602,8087,585.0,5.0,427.0,3.6,6048.0,782527.0,25094.0,813669.0
2021-03-01,강원특별자치도,5100000000,110790,146194,180470,172582,230063,272283,215602,136641,65315,10011,763,20811,20872,-61,8941,3675,3675,8195,8256,684.0,5.3,473.0,3.6,6038.0,784632.0,25044.0,815714.0
2021-04-01,강원특별자치도,5100000000,110631,145608,180345,172161,229482,272567,216838,136635,65641,10095,777,17827,17287,540,8260,2849,2849,6718,6178,588.0,4.7,456.0,3.6,6067.0,783698.0,25157.0,814922.0
2021-05-01,강원특별자치도,5100000000,110255,145259,180312,171826,229041,272522,217924,136626,66037,10135,784,16609,15717,892,7995,2464,2464,6150,5258,566.0,4.4,518.0,4.0,6055.0,784663.0,25165.0,815883.0
2021-06-01,강원특별자치도,5100000000,110001,144769,180677,171463,228579,272115,219419,136416,66482,10190,786,15807,15089,718,7059,2525,2525,6223,5505,593.0,4.7,476.0,3.8,6073.0,786541.0,25269.0,817883.0
2021-07-01,강원특별자치도,5100000000,109734,144432,180977,170989,228401,271622,221159,136245,66838,10218,784,16691,15769,922,7620,2560,2560,6511,5589,675.0,5.2,436.0,3.4,6087.0,788555.0,25318.0,819960.0
2021-08-01,강원특별자치도,5100000000,109556,143799,181102,170669,228292,270588,223088,135991,67330,10293,794,16305,15876,429,7331,2483,2483,6491,6062,649.0,5.0,362.0,2.8,6079.0,789565.0,25393.0,821037.0
2021-09-01,강원특별자치도,5100000000,133167,159232,200604,205104,248381,271776,195227,118448,59002,7686,528,19701,18747,954,9247,2963,2963,7491,6537,594.0,4.7,422.0,3.4,6091.0,791163.0,25447.0,822701.0
2021-10-01,강원특별자치도,5100000000,132848,158555,199856,204639,248086,272197,196252,118565,59519,7818,533,18585,17145,1440,9476,2598,2598,6511,5071,618.0,4.8,503.0,3.9,6099.0,793098.0,25404.0,824601.0
2021-11-01,강원특별자치도,5100000000,132362,158063,199980,203987,246930,272747,197615,118509,60096,7947,539,18596,17404,1192,9027,2838,2838,6731,5539,587.0,4.7,569.0,4.5,6170.0,794963.0,25419.0,826552.0
2021-12-01,강원특별자치도,5100000000,132016,157987,200429,203465,246165,273262,198738,118363,60461,8056,546,19528,18591,937,8925,2956,2956,7647,6710,482.0,3.7,558.0,4.3,6208.0,796495.0,25443.0,828146.0
2022-01-01,강원특별자치도,5100000000,131836,157648,200600,203179,245306,273767,199673,118362,60805,8136,542,18837,18219,618,8521,3150,3150,7166,6548,701.0,5.4,447.0,3.4,6209.0,798899.0,25507.0,830615.0
2022-02-01,강원특별자치도,5100000000,131465,157153,200586,202650,245174,274038,200381,118474,61002,8187,540,21403,20515,888,8658,3906,3906,8839,7951,574.0,4.9,420.0,3.6,6171.0,800775.0,25501.0,832447.0
2022-03-01,강원특별자치도,5100000000,131186,156606,200478,202116,244802,274443,200897,118882,61232,8185,541,19075,18245,830,7887,3272,3272,7916,7086,657.0,5.0,476.0,3.7,6129.0,802961.0,25625.0,834715.0
2022-04-01,강원특별자치도,5100000000,130902,156019,200412,201609,244401,274569,202115,119042,61530,8259,544,16251,15293,958,7655,2480,2480,6116,5158,570.0,4.5,457.0,3.6,6122.0,804399.0,25731.0,836252.0
2022-05-01,강원특별자치도,5100000000,130319,155795,200215,201256,243885,274848,203269,119007,61914,8292,539,16812,16171,641,8364,2432,2432,6016,5375,577.0,4.4,493.0,3.8,6146.0,805551.0,25826.0,837523.0
2022-06-01,강원특별자치도,5100000000,130049,155275,200245,200822,243548,274977,204444,119114,62131,8354,540,14808,14314,494,7167,2151,2151,5490,4996,613.0,4.9,424.0,3.4,6182.0,807259.0,25901.0,839342.0
2022-07-01,강원특별자치도,5100000000,129655,154836,200242,200490,243362,274855,205874,118964,62441,8396,536,14701,14209,492,6956,2203,2203,5542,5050,591.0,4.5,391.0,3.0,6226.0,809576.0,25982.0,841784.0
2022-08-01,강원특별자치도,5100000000,129285,154357,200205,200080,243597,274429,207296,118902,62856,8466,534,15904,15438,466,7481,2329,2329,6094,5628,632.0,4.9,452.0,3.5,6270.0,811276.0,26172.0,843718.0
2022-09-01,강원특별자치도,5100000000,188298,213078,247664,287963,331509,338783,249060,164387,92102,12153,800,14258,13166,1092,6375,2174,2174,5709,4617,650.0,5.2,440.0,3.5,6299.0,813479.0,26222.0,846000.0
2022-10-01,강원특별자치도,5100000000,187581,212395,246588,287070,331762,339628,249918,164559,92780,12289,802,13753,13270,483,6275,2187,2187,5291,4808,613.0,4.7,516.0,4.0,6327.0,815201.0,26208.0,847736.0
2022-11-01,강원특별자치도,5100000000,186971,211975,247099,286011,330866,340063,251272,164630,93589,12492,810,14191,14066,125,6461,2261,2261,5469,5344,577.0,4.6,523.0,4.2,6360.0,817412.0,26215.0,849987.0
2022-12-01,강원특별자치도,5100000000,186524,211490,247176,285662,329783,340549,252582,164559,94159,12616,812,14871,14464,407,6146,2499,2499,6226,5819,523.0,4.0,533.0,4.1,6388.0,818873.0,26292.0,851553.0
2023-01-01,강원특별자치도,5100000000,186039,211074,246864,285138,328962,341082,253761,164634,94667,12695,816,14581,15097,-516,5545,2728,2728,6308,6824,675.0,5.2,495.0,3.8,6389.0,821148.0,26363.0,853900.0
2023-02-01,강원특별자치도,5100000000,185577,210660,246847,284363,329208,341273,254535,165009,94873,12690,820,17341,18105,-764,6227,3468,3468,7646,8410,602.0,5.1,478.0,4.1,6399.0,823393.0,26214.0,856006.0
2023-03-01,강원특별자치도,5100000000,185155,210235,246282,283605,329011,341829,254813,165696,95170,12730,823,18341,18115,226,7298,3371,3371,7672,7446,640.0,4.9,496.0,3.8,6400.0,825696.0,26360.0,858456.0
2023-04-01,강원특별자치도,5100000000,184617,209853,246112,282657,328669,342145,255848,166087,95457,12883,832,13154,13054,100,5986,2170,2170,4998,4898,545.0,4.3,409.0,3.3,6407.0,826037.0,26461.0,858905.0
2014-01-01,충청북도,4300000000,183937,209451,245967,282161,328235,342390,256744,166327,95873,12938,832,16093,16363,-270,6800,3116,3116,6177,6447,1308.0,9.86,740.0,5.6,3022.0,644022.0,30094.0,677138.0
2014-02-01,충청북도,4300000000,183177,209110,245899,281294,328045,342543,257929,166516,96259,13004,843,20323,20470,-147,7927,3845,3845,8551,8698,1140.0,9.51,733.0,6.1,3051.0,645746.0,30002.0,678799.0
2014-03-01,충청북도,4300000000,182586,208753,245794,280296,328008,342640,259226,166524,96578,13035,862,18850,19187,-337,8155,3360,3360,7335,7672,1204.0,9.07,736.0,5.5,3079.0,647864.0,30106.0,681049.0
2014-04-01,충청북도,4300000000,181907,208186,245737,279253,328355,341504,261164,166601,96991,13146,865,20660,19391,1269,9872,3611,3611,7177,5908,1126.0,8.76,730.0,5.7,3095.0,650575.0,30194.0,683864.0
2014-05-01,충청북도,4300000000,142992,190081,217014,206659,280641,305112,232966,162873,83885,11553,756,17741,17555,186,8746,2897,2897,6098,5912,1067.0,8.03,854.0,6.4,3117.0,652316.0,30259.0,685692.0
2014-06-01,충청북도,4300000000,142378,189108,215675,205828,280486,305415,233686,162769,84419,11698,765,17440,16743,697,8212,3208,3208,6020,5323,1090.0,8.47,699.0,5.4,3134.0,654628.0,30327.0,688089.0
2014-07-01,충청북도,4300000000,141677,188177,215610,204863,279330,305591,235022,162547,85074,11827,781,17220,16858,362,9352,1789,1789,6079,5717,1130.0,8.5,689.0,5.2,3166.0,657198.0,30318.0,690682.0
2014-08-01,충청북도,4300000000,141184,187390,215583,204252,278583,305612,236060,162419,85484,11923,783,17009,16690,319,9004,1801,1801,6204,5885,1139.0,8.56,590.0,4.4,3159.0,658890.0,30351.0,692400.0
2014-09-01,충청북도,4300000000,140790,186695,215339,203619,277755,305542,236842,162531,85936,12036,786,15801,15332,469,8196,1566,1566,6039,5570,1172.0,9.1,568.0,4.4,3192.0,661006.0,30450.0,694648.0
2014-10-01,충청북도,4300000000,140259,186241,215227,202747,277464,305453,237545,162776,86136,12086,783,18326,18128,198,9866,1937,1937,6523,6325,1080.0,8.11,763.0,5.7,3196.0,663086.0,30531.0,696813.0
2014-11-01,충청북도,4300000000,139740,185549,215017,201989,276873,305544,237667,163641,86461,12112,788,16568,16639,-71,9037,1760,1760,5771,5842,979.0,7.59,709.0,5.5,3177.0,664845.0,30656.0,698678.0
2014-12-01,충청북도,4300000000,139181,184899,214631,201135,276410,305285,238505,164088,86897,12157,794,19913,20221,-308,10170,2387,2387,7356,7664,931.0,6.99,963.0,7.2,3141.0,665710.0,30946.0,699797.0
2015-01-01,충청북도,4300000000,138664,184326,214457,200489,275782,305063,239398,164341,87345,12227,791,18060,18712,-652,8525,2526,2526,7009,7661,1287.0,9.66,858.0,6.4,3133.0,668792.0,31027.0,702952.0
2015-02-01,충청북도,4300000000,138155,183802,214371,199739,275212,304792,240395,164589,87648,12314,796,18098,18742,-644,7791,2674,2674,7633,8277,1112.0,9.24,617.0,5.1,3159.0,670616.0,31148.0,704923.0
2015-03-01,충청북도,4300000000,137582,183180,214330,198940,274642,304643,241506,164728,88071,12377,800,22178,21946,232,11021,2521,2521,8636,8404,1263.0,9.48,779.0,5.8,3189.0,673246.0,31196.0,707631.0
2015-04-01,충청북도,4300000000,137083,182472,213865,197979,274445,303635,242850,164877,88415,12492,804,17890,17641,249,9377,1991,1991,6522,6273,1114.0,8.64,708.0,5.5,3217.0,676021.0,31289.0,710527.0
2015-05-01,충청북도,4300000000,144463,182516,205739,203183,271079,319785,246649,192255,99404,13051,780,15353,14872,481,7677,1795,1795,5881,5400,1119.0,8.4,797.0,6.0,3237.0,678189.0,31304.0,712730.0
2015-06-01,충청북도,4300000000,143894,181403,204121,202283,270622,320081,247308,192065,100078,13226,781,19698,17932,1766,9389,2654,2654,7655,5889,1112.0,8.61,778.0,6.0,3268.0,681428.0,31346.0,716042.0
2015-07-01,충청북도,4300000000,143333,180661,203831,201447,269632,320031,248332,191604,101127,13447,787,17711,18383,-672,9568,2004,2004,6139,6811,1146.0,8.59,688.0,5.2,3268.0,683664.0,31405.0,718337.0
2015-08-01,충청북도,4300000000,142949,180002,203878,200761,269034,319797,249472,191037,101881,13581,791,16199,16518,-319,8151,1862,1862,6186,6505,1064.0,7.97,598.0,4.5,3273.0,685360.0,31501.0,720134.0
2015-09-01,충청북도,4300000000,142639,179233,203651,200159,268219,319524,250417,190996,102387,13703,790,14307,14333,-26,7389,1596,1596,5322,5348,1128.0,8.73,575.0,4.5,3296.0,687998.0,31591.0,722885.0
2015-10-01,충청북도,4300000000,142126,178612,203707,199147,268157,319260,251133,191302,102653,13700,790,17464,17273,191,9112,1824,1824,6528,6337,1179.0,8.83,702.0,5.3,3318.0,690205.0,31743.0,725266.0
2015-11-01,충청북도,4300000000,141658,177847,203576,198377,267513,318986,251530,191835,102993,13747,794,16401,16280,121,8709,1787,1787,5905,5784,1065.0,8.24,787.0,6.1,3309.0,692699.0,31903.0,727911.0
2015-12-01,충청북도,4300000000,141223,177125,203065,197376,267043,318712,252594,191888,103426,13847,795,21267,20556,711,9844,3477,3477,7946,7235,974.0,7.29,985.0,7.4,3287.0,694910.0,31872.0,730069.0
2016-01-01,충청북도,4300000000,140668,176582,202903,196748,266367,318288,253633,192156,103838,13931,801,17449,17631,-182,7915,2608,2608,6926,7108,1261.0,9.46,703.0,5.3,3297.0,698142.0,31926.0,733365.0
2016-02-01,충청북도,4300000000,140166,176014,202979,196036,265753,317882,254900,192364,104123,14017,805,19374,19842,-468,8521,2628,2628,8225,8693,1112.0,8.92,596.0,4.8,3283.0,700219.0,31868.0,735370.0
2016-03-01,충청북도,4300000000,139732,175526,203624,195452,265706,317850,256037,192456,104303,14105,797,20021,19717,304,9600,2437,2437,7984,7680,1232.0,9.24,806.0,6.0,3315.0,703486.0,31955.0,738756.0
2016-04-01,충청북도,4300000000,139429,175262,204910,195424,266036,318048,257341,192430,104585,14485,795,16527,15721,806,8283,1810,1810,6434,5628,1008.0,7.81,652.0,5.1,3337.0,706248.0,31976.0,741561.0
2016-05-01,충청북도,4300000000,206756,244430,298578,317959,398816,467657,366558,235176,121062,16147,866,16024,15220,804,8122,1752,1752,6150,5346,1107.0,8.3,781.0,5.9,3341.0,708897.0,32087.0,744325.0
2016-06-01,충청북도,4300000000,206032,243346,296607,316743,398253,468202,367578,235447,122170,16337,872,14684,14382,302,7331,1541,1541,5812,5510,968.0,7.49,690.0,5.3,3385.0,712096.0,32196.0,747677.0
2016-07-01,충청북도,4300000000,205359,242480,296489,315654,396831,468238,369268,235723,123615,16493,886,14742,14375,367,7732,1539,1539,5471,5104,1111.0,8.32,566.0,4.2,3418.0,714742.0,32321.0,750481.0
2016-08-01,충청북도,4300000000,204935,241542,296155,315047,395784,468033,371092,235602,124577,16713,895,16696,16554,142,8530,1761,1761,6405,6263,1115.0,8.35,701.0,5.2,3420.0,716433.0,32442.0,752295.0
2016-09-01,충청북도,4300000000,204627,240724,295572,314428,394756,467979,372730,236056,125116,16837,906,14253,13948,305,7469,1430,1430,5354,5049,1045.0,8.08,539.0,4.2,3437.0,718368.0,32542.0,754347.0
2016-10-01,충청북도,4300000000,204064,240137,295733,313397,394625,468123,373932,236553,125508,16868,910,16509,15935,574,8840,1732,1732,5937,5363,994.0,7.44,690.0,5.2,3392.0,720511.0,32577.0,756480.0
2016-11-01,충청북도,4300000000,203625,239287,295604,312390,393679,468571,374677,237352,125899,16842,910,17612,16534,1078,9121,1975,1975,6516,5438,981.0,7.58,769.0,5.9,3416.0,723045.0,32595.0,759056.0
2016-12-01,충청북도,4300000000,202948,238617,295282,311082,393181,468257,376259,237591,126571,16966,903,18788,17809,979,9002,2477,2477,7309,6330,808.0,6.04,841.0,6.3,3426.0,724677.0,32598.0,760701.0
2017-01-01,충청북도,4300000000,202175,237926,294895,310252,392527,468065,377856,237891,127190,17106,912,16809,16797,12,8023,2228,2228,6558,6546,1056.0,7.86,685.0,5.1,3407.0,728247.0,32552.0,764206.0
2017-02-01,충청북도,4300000000,201538,237181,294818,309138,392011,467616,379979,237990,127757,17126,918,20859,20587,272,9198,2651,2651,9010,8738,969.0,7.99,657.0,5.4,3417.0,730531.0,32595.0,766543.0
2017-03-01,충청북도,4300000000,200877,236526,294783,307871,391762,467462,382210,237952,128283,17129,920,19145,19379,-234,9239,2242,2242,7664,7898,1063.0,7.92,692.0,5.2,3468.0,732863.0,32651.0,768982.0
2017-04-01,충청북도,4300000000,200184,235748,294550,306807,391533,465268,386456,237963,129177,17223,927,15093,14363,730,6974,1700,1700,6419,5689,962.0,7.4,636.0,4.9,3481.0,735230.0,32711.0,771422.0
2017-05-01,충청북도,4300000000,295588,344924,393265,439417,551930,580639,407071,233333,112065,14294,688,15601,15685,-84,7790,1768,1768,6043,6127,984.0,7.32,866.0,6.4,3517.0,737071.0,32732.0,773320.0
2017-06-01,충청북도,4300000000,294637,343530,391280,437512,551586,581627,408597,233949,113073,14535,690,15333,15310,23,7216,2409,2409,5708,5685,933.0,7.17,671.0,5.2,3546.0,739365.0,32756.0,775667.0
2017-07-01,충청북도,4300000000,293596,342421,390766,435976,549719,582192,411246,234477,114056,14803,697,15148,15060,88,7498,2096,2096,5554,5466,946.0,7.04,559.0,4.2,3584.0,741142.0,32684.0,777410.0
2017-08-01,충청북도,4300000000,292679,341522,390403,434824,548317,582708,413205,234962,114687,14926,700,16739,16726,13,8485,1915,1915,6339,6326,986.0,7.34,602.0,4.5,3618.0,743348.0,32725.0,779691.0
2017-09-01,충청북도,4300000000,291989,340455,389935,433687,546698,583504,415271,235454,115102,15064,698,15261,15102,159,7773,1750,1750,5738,5579,973.0,7.48,498.0,3.8,3647.0,745932.0,32767.0,782346.0
2017-10-01,충청북도,4300000000,290998,339566,389859,432335,546512,583709,417040,235832,115368,15074,696,13354,13116,238,6747,1524,1524,5083,4845,825.0,6.14,488.0,3.6,3631.0,747599.0,32794.0,784024.0
2017-11-01,충청북도,4300000000,290222,338695,389639,431092,545648,584312,418327,236905,115613,15136,697,15944,15352,592,7810,1838,1838,6296,5704,900.0,6.92,751.0,5.8,3682.0,749523.0,32678.0,785883.0
2017-12-01,충청북도,4300000000,289231,337787,389036,429694,544747,584799,420374,237460,116225,15236,693,17891,17438,453,8728,2223,2223,6940,6487,797.0,5.92,885.0,6.6,3689.0,750881.0,32618.0,787188.0
2018-01-01,충청북도,4300000000,288094,336857,388483,428431,543794,585215,422386,238033,116690,15352,704,19100,19359,-259,9149,2370,2370,7581,7840,1044.0,7.8,764.0,5.7,3682.0,753598.0,32684.0,789964.0
2018-02-01,충청북도,4300000000,287154,336139,388466,426622,543661,585403,424613,238586,117078,15460,701,19384,19052,332,8528,2609,2609,8247,7915,938.0,7.7,602.0,5.0,3695.0,754961.0,32726.0,791382.0
2018-03-01,충청북도,4300000000,286306,335162,388197,424632,543808,585333,427019,239013,117544,15547,713,21672,21085,587,10752,2701,2701,8219,7632,951.0,7.1,690.0,5.1,3706.0,757237.0,32802.0,793745.0
2018-04-01,충청북도,4300000000,285500,333957,387562,422681,543280,585420,430008,239382,118395,15649,719,17325,16899,426,8603,2339,2339,6383,5957,916.0,7.0,632.0,4.9,3728.0,760246.0,32780.0,796754.0
2018-05-01,충청북도,4300000000,63517,73546,81755,87315,113390,108775,69879,43951,21575,3390,244,16609,15971,638,8374,1826,1826,6409,5771,878.0,6.5,685.0,5.1,3768.0,762822.0,32721.0,799311.0
2018-06-01,충청북도,4300000000,63531,73275,81568,87077,113440,109076,70165,44053,21674,3412,251,13981,14062,-81,6946,1667,1667,5368,5449,846.0,6.5,620.0,4.8,3807.0,765069.0,32703.0,801579.0
2018-07-01,충청북도,4300000000,63369,73138,81735,86880,113575,109271,70580,44070,21783,3463,256,15097,14754,343,6913,1955,1955,6229,5886,959.0,7.1,589.0,4.4,3826.0,767460.0,32638.0,803924.0
2018-08-01,충청북도,4300000000,63297,73054,81858,86768,113399,109577,71003,44051,21902,3482,257,16365,16302,63,7895,2118,2118,6352,6289,882.0,6.5,614.0,4.6,3818.0,768944.0,33029.0,805791.0
2018-09-01,충청북도,4300000000,63309,72890,81985,86690,113346,109821,71403,44115,21999,3509,261,14140,13837,303,7809,1549,1549,4782,4479,828.0,6.4,415.0,3.2,3836.0,770791.0,33199.0,807826.0
2018-10-01,충청북도,4300000000,63139,72783,82030,86380,113452,110173,71688,44220,22118,3525,263,23688,22666,1022,14519,2313,2313,6856,5834,808.0,6.0,694.0,5.1,3878.0,773139.0,33259.0,810276.0
2018-11-01,충청북도,4300000000,63111,72628,82055,86221,113410,110354,72012,44423,22204,3533,258,20000,19421,579,11621,2289,2289,6090,5511,809.0,6.2,687.0,5.3,3909.0,775233.0,33309.0,812451.0
2018-12-01,충청북도,4300000000,63040,72451,82102,85827,113485,110481,72531,44415,22377,3552,260,21525,20329,1196,11077,2948,2948,7500,6304,727.0,5.4,835.0,6.2,3878.0,777196.0,33624.0,814698.0
2019-01-01,충청북도,4300000000,62883,72349,82083,85657,113304,110515,73048,44476,22448,3586,261,21634,21478,156,10551,2994,2994,8089,7933,959.0,7.1,644.0,4.8,3845.0,780315.0,33967.0,818127.0
2019-02-01,충청북도,4300000000,62676,72240,82160,85330,113201,110602,73551,44540,22559,3610,269,20595,20772,-177,9557,2795,2795,8243,8420,784.0,6.4,579.0,4.8,3852.0,782068.0,34243.0,820163.0
2019-03-01,충청북도,4300000000,62475,72172,82220,85043,113199,110661,74010,44562,22645,3642,266,17892,17929,-37,8348,2269,2269,7275,7312,864.0,6.4,603.0,4.5,3858.0,782512.0,34499.0,820869.0
2019-04-01,충청북도,4300000000,62286,72127,82155,84830,113091,110759,74425,44580,22724,3742,270,16665,15827,838,7809,2122,2122,6734,5896,841.0,6.4,614.0,4.7,3890.0,786771.0,34680.0,825341.0
2019-05-01,충청북도,4300000000,4148654,4940455,6806410,7045120,8389281,8666971,6344284,3607104,1644448,234401,20381,16272,15798,474,8336,1756,1756,6180,5706,765.0,5.7,669.0,5.0,3916.0,788461.0,34653.0,827030.0
2019-06-01,충청북도,4300000000,4134824,4920794,6786097,7026850,8397417,8666798,6385073,3612980,1656304,236899,20591,13028,13201,-173,6678,1422,1422,4928,5101,721.0,5.5,544.0,4.2,3933.0,790145.0,34784.0,828862.0
2019-07-01,충청북도,4300000000,4119475,4902009,6799238,7006749,8375429,8662400,6426006,3623899,1667665,239567,20758,14167,14373,-206,6923,1613,1613,5631,5837,820.0,6.1,531.0,3.9,3916.0,792206.0,35122.0,831244.0
2019-08-01,충청북도,4300000000,4103848,4887408,6802925,6995799,8362127,8661935,6456674,3632966,1676737,241192,20913,16609,16472,137,8709,1861,1861,6039,5902,759.0,5.6,529.0,3.9,3906.0,793960.0,35316.0,833182.0
2019-09-01,충청북도,4300000000,4089462,4872081,6804350,6985248,8346911,8668601,6481317,3646121,1683807,242413,21060,15404,15284,120,8275,1645,1645,5484,5364,697.0,5.3,459.0,3.5,3940.0,795778.0,35386.0,835104.0
2019-10-01,충청북도,4300000000,4075794,4861506,6803579,6972185,8342267,8652260,6523322,3658049,1686109,243203,21134,20353,20000,353,12359,2105,2105,5889,5536,788.0,5.8,640.0,4.7,3941.0,796910.0,35516.0,836367.0
2019-11-01,충청북도,4300000000,4062274,4850566,6801367,6956361,8338271,8653176,6549914,3671175,1691397,244100,21251,18601,18214,387,10477,2169,2169,5955,5568,679.0,5.2,666.0,5.1,3956.0,797703.0,35538.0,837197.0
2019-12-01,충청북도,4300000000,4045950,4838700,6800612,6939804,8330276,8651547,6590179,3676849,1698445,246180,21411,20176,19483,693,9948,2663,2663,7565,6872,656.0,4.9,761.0,5.6,3949.0,798120.0,35533.0,837602.0
2020-01-01,충청북도,4300000000,4027765,4828702,6801056,6922566,8321409,8652305,6630461,3680759,1706024,249168,21571,20320,20743,-423,10156,2700,2700,7464,7887,853.0,6.3,586.0,4.4,3959.0,799598.0,35634.0,839191.0
