date,region,area_code,below10,10to19,20to29,30to39,40to49,50to59,60to69,70to79,80to89,90to99,over100,total_movein,total_moveout,net_move,inner_move,inner_movein,inner_moveout,between_movein,between_moveout,born,born_rate,marriage,marriage_rate,public_vehicle,private_vehicle,commercial_vehicle,total_vehicle
2019-04-01,부산광역시,2600000000,143700,197005,198686,221036,258049,217366,127348,76489,28346,3860,314,34980,37090,-2110,11393,15072,15072,8515,10625,1474.0,5.3,1164.0,4.2,4626.0,1259882.0,114977.0,1379485.0
2019-05-01,부산광역시,2600000000,148286,195258,209904,236980,271789,237693,125374,75084,26942,3715,262,33041,34874,-1833,10879,13786,13786,8376,10209,1456.0,5.1,1316.0,4.6,4694.0,1260278.0,116713.0,1381685.0
2019-06-01,부산광역시,2600000000,147691,193874,209572,236370,271111,238014,126375,75220,27199,3744,261,28661,30417,-1756,8926,12815,12815,6920,8676,1360.0,4.9,1103.0,4.0,4739.0,1261416.0,117932.0,1384087.0
2019-07-01,부산광역시,2600000000,147297,192868,210171,235106,270227,237672,127903,75355,27486,3744,261,30839,32763,-1924,9591,13195,13195,8053,9977,1369.0,4.8,1041.0,3.6,4682.0,1262820.0,117750.0,1385252.0
2019-08-01,부산광역시,2600000000,147150,191984,210556,234255,269740,237858,128535,75562,27655,3756,263,33338,35235,-1897,10061,14804,14804,8473,10370,1392.0,4.8,1067.0,3.7,4682.0,1263894.0,118667.0,1387243.0
2019-09-01,부산광역시,2600000000,146872,191386,210736,233511,269159,237998,129182,75880,27806,3776,262,29878,31268,-1390,9087,13130,13130,7661,9051,1335.0,4.8,861.0,3.1,4707.0,1265218.0,119725.0,1389650.0
2019-10-01,부산광역시,2600000000,146764,190575,210794,232979,268938,237855,129664,76180,27895,3745,267,33781,36011,-2230,10896,15103,15103,7782,10012,1430.0,5.0,1133.0,3.9,4694.0,1265189.0,118725.0,1388608.0
2019-11-01,부산광역시,2600000000,146650,189742,210907,232375,269055,237873,130122,76438,28010,3753,270,34356,36038,-1682,11773,14529,14529,8054,9736,1321.0,4.8,1181.0,4.3,4753.0,1266925.0,120250.0,1391928.0
2019-12-01,부산광역시,2600000000,146311,188771,211082,231651,268608,237941,130815,76554,28210,3814,268,38769,41146,-2377,11769,16287,16287,10713,13090,1240.0,4.3,1450.0,5.1,4728.0,1268711.0,121744.0,1395183.0
2020-01-01,부산광역시,2600000000,145951,187881,211242,231227,268158,238133,131662,76473,28439,3901,271,39722,41100,-1378,11284,16865,16865,11573,12951,1567.0,5.5,1125.0,3.9,4703.0,1269899.0,122456.0,1397058.0
2020-02-01,부산광역시,2600000000,145700,186954,211289,230573,267821,238261,132539,76360,28610,3902,279,49369,49592,-223,13871,20669,20669,14829,15052,1224.0,4.6,1086.0,4.1,4633.0,1270167.0,123838.0,1398638.0
2020-03-01,부산광역시,2600000000,145422,186114,211041,230066,267472,238450,133322,76248,28824,3903,280,47666,48065,-399,13717,20240,20240,13709,14108,1340.0,4.7,1128.0,3.9,4659.0,1269690.0,124760.0,1399109.0
2020-04-01,부산광역시,2600000000,145049,184964,210749,228720,267008,238664,134281,76136,29005,3918,281,41008,41966,-958,14082,17187,17187,9739,10697,1259.0,4.6,868.0,3.1,4678.0,1271843.0,126148.0,1402669.0
2020-05-01,부산광역시,2600000000,114937,147332,156331,182315,216456,196480,91394,44931,15005,1920,131,34761,35680,-919,11218,14934,14934,8609,9528,1300.0,4.6,1051.0,3.7,4692.0,1274869.0,126844.0,1406405.0
2020-06-01,부산광역시,2600000000,115108,146342,156132,182247,215991,196906,92348,45099,15136,1949,127,36788,38688,-1900,11947,16039,16039,8802,10702,1242.0,4.5,1044.0,3.8,4776.0,1278852.0,127698.0,1411326.0
2020-07-01,부산광역시,2600000000,115334,145465,156566,182052,215495,197305,93806,45332,15257,1951,129,36602,37691,-1089,12148,15696,15696,8758,9847,1271.0,4.5,1094.0,3.8,4733.0,1280176.0,130290.0,1415199.0
2020-08-01,부산광역시,2600000000,115456,144816,156843,181932,215257,197678,94495,45489,15360,1978,129,40469,41728,-1259,12842,18309,18309,9318,10577,1225.0,4.3,808.0,2.8,4726.0,1281266.0,130810.0,1416802.0
2020-09-01,부산광역시,2600000000,115600,144153,157132,181542,214846,198000,95152,45686,15431,1983,133,38650,39572,-922,12866,17247,17247,8537,9459,1379.0,5.0,872.0,3.2,4698.0,1283760.0,131601.0,1420059.0
2020-10-01,부산광역시,2600000000,115747,143610,157268,181364,214503,198298,95662,45784,15434,1964,134,38388,39716,-1328,13008,17459,17459,7921,9249,1185.0,4.2,838.0,2.9,4724.0,1286143.0,132348.0,1423215.0
2020-11-01,부산광역시,2600000000,115953,143033,157471,181140,214283,198609,96217,45964,15456,1970,136,40683,42017,-1334,13453,18623,18623,8607,9941,1041.0,3.8,1038.0,3.8,4701.0,1289007.0,132964.0,1426672.0
2020-12-01,부산광역시,2600000000,116058,142389,157539,181028,213970,198967,96938,46050,15561,2005,135,47723,50361,-2638,15331,21256,21256,11136,13774,1025.0,3.6,1176.0,4.1,4658.0,1291017.0,133365.0,1429040.0
2021-01-01,부산광역시,2600000000,115989,141772,157831,180913,213397,199453,97785,46028,15645,2029,138,42765,44537,-1772,12954,18602,18602,11209,12981,1351.0,4.7,987.0,3.5,4659.0,1294387.0,134142.0,1433188.0
2021-02-01,부산광역시,2600000000,116209,141419,158128,181129,213282,200240,98692,46016,15760,2034,141,44676,45650,-974,12807,18280,18280,13589,14563,1115.0,4.3,910.0,3.5,4620.0,1296457.0,134397.0,1435474.0
2021-03-01,부산광역시,2600000000,116239,140834,158457,181262,212840,200860,99550,45967,15848,2055,139,42381,44336,-1955,12562,17356,17356,12463,14418,1343.0,4.7,985.0,3.5,4634.0,1298165.0,134957.0,1437756.0
2021-04-01,부산광역시,2600000000,116241,139958,158615,180833,211988,201390,100468,45817,16011,2074,139,36090,38175,-2085,12019,15442,15442,8629,10714,1293.0,4.7,877.0,3.2,4627.0,1299528.0,136081.0,1440236.0
2021-05-01,부산광역시,2600000000,20509,18037,17986,28963,28033,21123,12589,9717,4155,571,33,37416,38941,-1525,13228,16038,16038,8150,9675,1203.0,4.2,908.0,3.2,4650.0,1301785.0,137673.0,1444108.0
2021-06-01,부산광역시,2600000000,22394,19348,18424,30664,29806,21653,12874,9787,4206,575,31,34889,36670,-1781,11403,15354,15354,8132,9913,1265.0,4.6,979.0,3.6,4683.0,1303721.0,139536.0,1447940.0
2021-07-01,부산광역시,2600000000,23377,19873,18983,31827,30718,22165,13230,9873,4262,580,32,35381,37477,-2096,11334,15398,15398,8649,10745,1222.0,4.3,757.0,2.7,4700.0,1305590.0,140990.0,1451280.0
2021-08-01,부산광역시,2600000000,23985,20208,19433,32678,31404,22598,13496,9903,4332,587,32,35018,36731,-1713,10784,15079,15079,9155,10868,1302.0,4.6,825.0,2.9,4689.0,1307475.0,142048.0,1454212.0
2021-09-01,부산광역시,2600000000,24552,20526,19809,33358,32026,23038,13727,9983,4386,591,32,32331,32452,-121,9146,12826,12826,10359,10480,1238.0,4.5,778.0,2.8,4641.0,1306866.0,143100.0,1454607.0
2021-10-01,부산광역시,2600000000,25178,20774,20225,34047,32580,23376,13932,10062,4414,591,33,30653,32268,-1615,9472,13583,13583,7598,9213,1183.0,4.2,854.0,3.0,4649.0,1308213.0,144122.0,1456984.0
2021-11-01,부산광역시,2600000000,25930,21220,20654,35024,33412,23850,14161,10139,4456,600,32,32278,33785,-1507,9850,14107,14107,8321,9828,1043.0,3.8,1027.0,3.7,4689.0,1310020.0,145794.0,1460503.0
2021-12-01,부산광역시,2600000000,26881,21772,21083,36069,34365,24268,14405,10179,4506,613,32,37445,39204,-1759,10513,17020,17020,9912,11671,888.0,3.1,1194.0,4.2,4810.0,1312136.0,147662.0,1464608.0
2022-01-01,부산광역시,2600000000,27556,22038,21554,37062,34942,24678,14690,10220,4568,624,32,38434,39047,-613,10810,17343,17343,10281,10894,1448.0,5.1,853.0,3.0,4760.0,1314350.0,149346.0,1468456.0
2022-02-01,부산광역시,2600000000,28336,22466,21953,38152,35692,25078,15007,10274,4602,621,33,44855,45329,-474,10798,19677,19677,14380,14854,1174.0,4.6,838.0,3.3,4746.0,1316567.0,151301.0,1472614.0
2022-03-01,부산광역시,2600000000,29037,22825,22440,39059,36352,25419,15294,10330,4634,620,34,33217,35205,-1988,8756,14091,14091,10370,12358,1260.0,4.5,848.0,3.0,4685.0,1316928.0,153733.0,1475346.0
2022-04-01,부산광역시,2600000000,29825,23398,23043,40025,37370,25872,15614,10351,4718,634,34,27600,29188,-1588,8219,11911,11911,7470,9058,1246.0,4.6,936.0,3.4,4674.0,1318458.0,155255.0,1478387.0
2022-05-01,부산광역시,2600000000,1242727,1528317,1608280,1987086,2307441,1899611,945724,601018,213049,30662,2796,31395,32516,-1121,9550,13515,13515,8330,9451,1172.0,4.2,1025.0,3.6,4680.0,1320990.0,156186.0,1481856.0
2022-06-01,부산광역시,2600000000,1242881,1521377,1607345,1986461,2306387,1906769,954087,602423,215404,30989,2821,30341,31067,-726,9098,13271,13271,7972,8698,1131.0,4.1,922.0,3.4,4710.0,1323169.0,157581.0,1485460.0
2022-07-01,부산광역시,2600000000,1243606,1516717,1614095,1981395,2303817,1909421,967322,604478,217411,31199,2836,28549,30093,-1544,8097,13044,13044,7408,8952,1145.0,4.1,776.0,2.8,4726.0,1324863.0,158169.0,1487758.0
2022-08-01,부산광역시,2600000000,1244189,1513962,1618331,1977194,2304389,1914399,972889,606707,218929,31434,2856,30470,32175,-1705,8529,13109,13109,8832,10537,1249.0,4.4,830.0,2.9,4714.0,1325440.0,159050.0,1489204.0
2022-09-01,부산광역시,2600000000,1244594,1511157,1621538,1974358,2304175,1919596,978930,609501,220585,31594,2871,26039,26742,-703,7660,11094,11094,7285,7988,1209.0,4.4,799.0,2.9,4709.0,1326639.0,160564.0,1491912.0
2022-10-01,부산광역시,2600000000,1245684,1508316,1624110,1972685,2305101,1924017,983989,612123,221555,31597,2886,29738,30556,-818,9072,14041,14041,6625,7443,1166.0,4.1,834.0,3.0,4753.0,1328582.0,162026.0,1495361.0
2022-11-01,부산광역시,2600000000,1246041,1506001,1626006,1970134,2306912,1928491,989375,614482,222920,31658,2904,32162,33188,-1026,9945,14760,14760,7457,8483,977.0,3.6,888.0,3.3,4763.0,1329821.0,163408.0,1497992.0
2022-12-01,부산광역시,2600000000,1246899,1502458,1628830,1969205,2306534,1934928,995951,616109,224755,31993,2942,31048,32304,-1256,8801,13765,13765,8482,9738,957.0,3.4,1069.0,3.8,4760.0,1330036.0,164707.0,1499503.0
2023-01-01,부산광역시,2600000000,1247377,1497680,1632349,1969187,2305379,1940939,1004015,616230,226870,32571,2968,31180,31800,-620,8601,12723,12723,9856,10476,1303.0,4.6,955.0,3.4,4768.0,1331100.0,165862.0,1501730.0
2023-02-01,부산광역시,2600000000,1248546,1492787,1635095,1969890,2304351,1947087,1012511,616573,228589,32665,2986,40851,40515,336,9897,16578,16578,14376,14040,1130.0,4.5,978.0,3.9,4765.0,1332970.0,166796.0,1504531.0
2023-03-01,부산광역시,2600000000,1249456,1486308,1638053,1970648,2303870,1953744,1019970,616494,230533,32704,3010,34247,35347,-1100,9438,14127,14127,10682,11782,1170.0,4.2,950.0,3.4,4779.0,1334496.0,168088.0,1507363.0
2023-04-01,부산광역시,2600000000,1251234,1479739,1644870,1969170,2302937,1962003,1027712,616198,232931,32804,3008,26191,27583,-1392,7941,11270,11270,6980,8372,1059.0,3.9,798.0,2.9,4770.0,1336067.0,169031.0,1509868.0
2014-01-01,대구광역시,2700000000,124196,177970,181556,193755,253005,267339,161656,130204,46330,7069,560,28927,29203,-276,9697,10449,10449,8781,9057,1805.0,8.56,1188.0,5.6,2534.0,993333.0,48332.0,1044199.0
2014-02-01,대구광역시,2700000000,123987,176905,181364,193232,252643,267242,162725,130447,46666,7136,571,36448,37992,-1544,12008,13508,13508,10932,12476,1645.0,8.64,1087.0,5.7,2543.0,995067.0,48356.0,1045966.0
2014-03-01,대구광역시,2700000000,123880,176706,181565,192408,252022,266654,164439,130728,47031,7185,569,33232,33682,-450,11620,11340,11340,10272,10722,1641.0,7.79,1001.0,4.7,2553.0,998037.0,48429.0,1049019.0
2014-04-01,대구광역시,2700000000,123825,176492,181762,191759,251906,266927,164950,131061,47311,7241,577,28486,30083,-1597,10863,9960,9960,7663,9260,1655.0,8.12,961.0,4.7,2557.0,1001275.0,48592.0,1052424.0
2014-05-01,대구광역시,2700000000,123775,175955,182493,191442,251887,267275,165405,131573,47542,7267,580,27424,29341,-1917,10632,10224,10224,6568,8485,1628.0,7.73,1110.0,5.3,2566.0,1003840.0,48583.0,1054989.0
2014-06-01,대구광역시,2700000000,123858,175442,183579,191425,252033,267379,165933,131943,47714,7280,580,25710,26529,-819,9492,9583,9583,6635,7454,1571.0,7.71,1005.0,4.9,2566.0,1006320.0,48562.0,1057448.0
2014-07-01,대구광역시,2700000000,123889,174620,183913,191077,252193,267537,166496,132219,47922,7291,580,25016,26416,-1400,9745,8963,8963,6308,7708,1645.0,7.81,980.0,4.7,2570.0,1009453.0,48753.0,1060776.0
2014-08-01,대구광역시,2700000000,123808,173926,183624,190755,251950,267867,167285,132317,48170,7358,586,24952,26653,-1701,8781,9489,9489,6682,8383,1520.0,7.22,940.0,4.5,2571.0,1011383.0,48763.0,1062717.0
2014-09-01,대구광역시,2700000000,123505,173228,183983,190619,251568,268075,168311,132284,48455,7451,603,25071,31165,-6094,9437,9180,9180,6454,12548,1715.0,8.43,701.0,3.4,2593.0,1011183.0,48774.0,1062550.0
2014-10-01,대구광역시,2700000000,123460,172599,184423,190391,251356,268472,169437,132230,48762,7486,605,33552,32533,1019,12579,11624,11624,9349,8330,1638.0,7.8,1185.0,5.6,2644.0,1014814.0,48756.0,1066214.0
2014-11-01,대구광역시,2700000000,123203,172029,184652,190040,250942,268608,170467,131999,49089,7543,606,29528,29179,349,11538,10287,10287,7703,7354,1452.0,7.14,968.0,4.8,2618.0,1018200.0,48750.0,1069568.0
2014-12-01,대구광역시,2700000000,123275,171073,184802,189754,250407,269286,171452,131730,49542,7578,608,31867,32963,-1096,11070,10573,10573,10224,11320,1446.0,6.88,1426.0,6.8,2641.0,1020763.0,48901.0,1072305.0
2015-01-01,대구광역시,2700000000,142568,188001,193485,220076,265950,255394,147690,115274,44101,5591,401,27783,29003,-1220,9227,9389,9389,9167,10387,1867.0,8.89,1199.0,5.7,2603.0,1024654.0,49255.0,1076512.0
2015-02-01,대구광역시,2700000000,142349,186827,193173,219903,265312,255991,148816,115236,44617,5629,400,32344,32999,-655,11040,10982,10982,10322,10977,1547.0,8.15,890.0,4.7,2610.0,1027906.0,49404.0,1079920.0
2015-03-01,대구광역시,2700000000,142255,186136,193698,219058,264590,256068,150592,115201,45096,5652,402,35197,36576,-1379,12804,12523,12523,9870,11249,1876.0,8.93,1151.0,5.5,2626.0,1030837.0,49455.0,1082918.0
2015-04-01,대구광역시,2700000000,142151,185630,194128,218506,264313,256542,151163,115343,45376,5734,405,29935,30925,-990,11595,11278,11278,7062,8052,1654.0,8.14,939.0,4.6,2633.0,1034608.0,49424.0,1086665.0
2015-05-01,대구광역시,2700000000,142162,184961,194521,218249,263910,256971,151764,115614,45705,5774,411,29981,30379,-398,11700,11442,11442,6839,7237,1639.0,7.81,1228.0,5.8,2643.0,1035385.0,49438.0,1087466.0
2015-06-01,대구광역시,2700000000,142450,184283,194860,218446,264306,257541,152445,115822,45854,5759,415,30472,31860,-1388,12025,11418,11418,7029,8417,1533.0,7.55,1118.0,5.5,2641.0,1038634.0,49291.0,1090566.0
2015-07-01,대구광역시,2700000000,142536,183425,194955,217849,264258,257636,153051,115949,45991,5773,417,28837,29805,-968,11305,10433,10433,7099,8067,1657.0,7.89,980.0,4.7,2661.0,1041107.0,49232.0,1093000.0
2015-08-01,대구광역시,2700000000,142392,182692,195089,217335,263955,258070,153809,115895,46229,5900,426,26924,27818,-894,10070,9831,9831,7023,7917,1566.0,7.46,935.0,4.5,2671.0,1042182.0,49147.0,1094000.0
2015-09-01,대구광역시,2700000000,142256,181914,195334,217092,263553,258548,154797,115548,46594,6009,435,24619,25315,-696,9238,9360,9360,6021,6717,1615.0,7.95,738.0,3.6,2709.0,1045990.0,49124.0,1097823.0
2015-10-01,대구광역시,2700000000,142241,181203,195824,216825,263150,258880,155856,115390,46841,6009,437,28104,29519,-1415,10926,10368,10368,6810,8225,1543.0,7.35,948.0,4.5,2720.0,1048498.0,49043.0,1100261.0
2015-11-01,대구광역시,2700000000,142199,180519,196176,216567,262842,259198,156884,115057,47181,5993,437,28060,29009,-949,10707,10486,10486,6867,7816,1516.0,7.47,1075.0,5.3,2734.0,1051796.0,48861.0,1103391.0
2015-12-01,대구광역시,2700000000,142319,179628,196456,216258,262133,260270,158194,114586,47691,5977,440,29168,31156,-1988,10149,10889,10889,8130,10118,1425.0,6.8,1344.0,6.4,2728.0,1054536.0,48738.0,1106002.0
2016-01-01,대구광역시,2700000000,195944,236516,241725,300571,334193,314151,197894,163406,69130,8894,626,24526,25013,-487,7328,8900,8900,8298,8785,1799.0,8.6,1064.0,5.1,2732.0,1056908.0,48815.0,1108455.0
2016-02-01,대구광역시,2700000000,195945,235269,240630,300527,333627,314953,199427,163042,69895,8983,626,32349,34137,-1788,9929,11917,11917,10503,12291,1547.0,7.91,984.0,5.0,2711.0,1057579.0,48714.0,1109004.0
2016-03-01,대구광역시,2700000000,196157,234463,240944,299929,332725,315254,201663,162839,70593,9035,627,30695,31709,-1014,10010,11670,11670,9015,10029,1673.0,8.01,1055.0,5.0,2726.0,1060440.0,48694.0,1111860.0
2016-04-01,대구광역시,2700000000,196353,234016,241357,299245,332489,315762,202845,162798,71038,9077,629,25406,26339,-933,9064,9871,9871,6471,7404,1600.0,7.92,959.0,4.7,2742.0,1063191.0,48785.0,1114718.0
2016-05-01,대구광역시,2700000000,196507,233557,241684,298658,332156,316390,203914,162911,71570,9111,638,25379,26570,-1191,9304,9946,9946,6129,7320,1571.0,7.52,1106.0,5.3,2754.0,1065169.0,48699.0,1116622.0
2016-06-01,대구광역시,2700000000,196772,232917,242003,298577,332116,316893,204632,163040,71783,9069,642,24418,25286,-868,8667,9712,9712,6039,6907,1493.0,7.39,1077.0,5.3,2791.0,1069797.0,48697.0,1121285.0
2016-07-01,대구광역시,2700000000,196880,232223,241887,297848,332682,317250,205333,163196,72087,9077,646,25905,26394,-489,9192,10568,10568,6145,6634,1439.0,6.89,899.0,4.3,2807.0,1070425.0,48696.0,1121928.0
2016-08-01,대구광역시,2700000000,196988,231868,241955,297752,333018,317713,206690,162913,72584,9196,656,31352,31272,80,11303,12269,12269,7780,7700,1592.0,7.62,1026.0,4.9,2812.0,1071027.0,48457.0,1122296.0
2016-09-01,대구광역시,2700000000,196967,231303,242317,297527,332616,317886,208141,162335,73180,9384,658,23401,23797,-396,8456,9055,9055,5890,6286,1600.0,7.92,682.0,3.4,2831.0,1072357.0,48483.0,1123671.0
2016-10-01,대구광역시,2700000000,197123,230633,242454,297469,332576,317977,209605,161765,73676,9390,672,26049,26702,-653,9646,10104,10104,6299,6952,1389.0,6.65,974.0,4.7,2807.0,1073843.0,48442.0,1125092.0
2016-11-01,대구광역시,2700000000,197156,230053,243015,297283,332731,318264,211041,161221,74126,9390,676,29511,29775,-264,10607,11931,11931,6973,7237,1370.0,6.78,1083.0,5.4,2853.0,1076553.0,48433.0,1127839.0
2016-12-01,대구광역시,2700000000,197236,229214,244233,296909,333108,318857,212781,160439,74759,9433,680,29237,30494,-1257,10060,11213,11213,7964,9221,1225.0,5.87,1307.0,6.3,2885.0,1078747.0,49179.0,1130811.0
2017-01-01,대구광역시,2700000000,160959,227515,217286,238520,303501,292757,199290,156925,65122,8538,605,26169,26266,-97,7871,9966,9966,8332,8429,1542.0,7.37,1140.0,5.4,2836.0,1083195.0,48975.0,1135006.0
2017-02-01,대구광역시,2700000000,160856,226373,216520,238607,303349,292951,200547,156577,65770,8572,606,33146,33613,-467,9875,12078,12078,11193,11660,1376.0,7.28,987.0,5.2,2831.0,1084008.0,48807.0,1135646.0
2017-03-01,대구광역시,2700000000,160720,225326,216791,237526,302813,292360,202587,156331,66335,8568,609,27779,28957,-1178,8935,10224,10224,8620,9798,1506.0,7.2,916.0,4.4,2859.0,1086760.0,48649.0,1138268.0
2017-04-01,대구광역시,2700000000,160634,224680,217018,236726,302812,292646,203211,156306,66688,8568,611,22568,23205,-637,8048,8344,8344,6176,6813,1348.0,6.66,777.0,3.8,2875.0,1089484.0,48520.0,1140879.0
2017-05-01,대구광역시,2700000000,160609,223827,217227,236142,302492,292844,203965,156448,67184,8608,619,23786,24772,-986,8468,8957,8957,6361,7347,1427.0,6.82,1179.0,5.6,2907.0,1093022.0,48347.0,1144276.0
2017-06-01,대구광역시,2700000000,160540,223090,217265,235651,302327,292854,204703,156583,67464,8573,618,22260,22875,-615,7694,8546,8546,6020,6635,1338.0,6.61,963.0,4.8,2925.0,1095987.0,48259.0,1147171.0
2017-07-01,대구광역시,2700000000,160452,222280,217361,234898,302114,293202,205402,156633,67788,8608,616,23072,23807,-735,8622,8499,8499,5951,6686,1252.0,5.99,811.0,3.9,2913.0,1098130.0,48173.0,1149216.0
2017-08-01,대구광역시,2700000000,160296,221355,217342,234243,301827,293604,206236,156566,68274,8664,618,27528,29406,-1878,9926,10829,10829,6773,8651,1312.0,6.27,853.0,4.1,2943.0,1099093.0,48111.0,1150147.0
2017-09-01,대구광역시,2700000000,159986,220501,217846,233838,301176,293988,207431,156115,68998,8746,630,26579,28440,-1861,9482,11160,11160,5937,7798,1274.0,6.3,746.0,3.7,3018.0,1100926.0,48080.0,1152024.0
2017-10-01,대구광역시,2700000000,159957,219456,218191,233364,300581,294397,208627,155928,69411,8751,634,27594,28787,-1193,10468,11611,11611,5515,6708,1251.0,5.99,783.0,3.8,3034.0,1101773.0,48029.0,1152836.0
2017-11-01,대구광역시,2700000000,159789,218814,218501,233128,300027,294826,209814,155594,69773,8747,641,32466,33341,-875,11949,13832,13832,6685,7560,1210.0,5.99,1066.0,5.3,3106.0,1104786.0,47897.0,1155789.0
2017-12-01,대구광역시,2700000000,159824,217813,218698,232517,299535,295583,210933,155007,70437,8725,639,28235,29649,-1414,9358,11401,11401,7476,8890,1110.0,5.32,1171.0,5.6,3094.0,1106192.0,47767.0,1157053.0
2018-01-01,대구광역시,2700000000,156946,219662,203664,227388,296428,304069,215398,192124,77248,10582,711,28490,29154,-664,8540,10805,10805,9145,9809,1412.0,6.8,1041.0,5.0,3064.0,1108980.0,47735.0,1159779.0
2018-02-01,대구광역시,2700000000,157045,218185,202719,227467,296337,304139,216173,191666,78147,10624,718,30043,30886,-843,9231,10764,10764,10048,10891,1245.0,6.6,798.0,4.2,3072.0,1110270.0,47744.0,1161086.0
2018-03-01,대구광역시,2700000000,156979,217295,202740,226734,295751,303456,217700,191423,78825,10653,718,28106,29525,-1419,9298,10553,10553,8255,9674,1332.0,6.4,924.0,4.4,3076.0,1112376.0,47701.0,1163153.0
2018-04-01,대구광역시,2700000000,157124,216687,202732,226123,295488,303849,217945,191459,79361,10720,724,24869,26028,-1159,8785,9557,9557,6527,7686,1254.0,6.2,862.0,4.3,3117.0,1113482.0,47621.0,1164220.0
2018-05-01,대구광역시,2700000000,157338,215823,202901,225653,295098,304175,218168,191935,79841,10719,732,27231,28667,-1436,10338,10428,10428,6465,7901,1267.0,6.1,1130.0,5.4,3088.0,1115210.0,47592.0,1165890.0
2018-06-01,대구광역시,2700000000,157471,215022,203029,225458,294767,304551,218781,192270,79908,10650,731,25197,25648,-451,9325,9560,9560,6312,6763,1188.0,5.9,890.0,4.4,3133.0,1118472.0,47669.0,1169274.0
2018-07-01,대구광역시,2700000000,157586,214237,203234,225223,294332,305120,219185,192598,80110,10680,741,24368,25312,-944,9021,8979,8979,6368,7312,1175.0,5.6,896.0,4.3,3157.0,1120071.0,47814.0,1171042.0
2018-08-01,대구광역시,2700000000,157790,213184,203495,225014,293838,305903,219782,192542,80496,10820,745,25783,27367,-1584,9095,9843,9843,6845,8429,1196.0,5.7,835.0,4.0,3149.0,1120445.0,48209.0,1171803.0
2018-09-01,대구광역시,2700000000,157840,212356,203987,224796,293417,306419,220771,192097,81035,10939,745,22128,23135,-1007,8159,8835,8835,5134,6141,1111.0,5.5,575.0,2.9,3149.0,1122391.0,48313.0,1173853.0
2018-10-01,대구광역시,2700000000,157966,211401,204386,224857,292830,307298,222006,191811,81399,10920,742,29869,31250,-1381,11389,11833,11833,6647,8028,1151.0,5.5,916.0,4.4,3221.0,1122757.0,48300.0,1174278.0
2018-11-01,대구광역시,2700000000,157830,210552,205080,224492,291922,307820,223023,191365,81650,10890,749,27042,28238,-1196,10347,10180,10180,6515,7711,1067.0,5.3,958.0,4.8,3246.0,1125394.0,48247.0,1176887.0
2018-12-01,대구광역시,2700000000,158142,209957,206551,224820,291730,308904,224235,190822,82190,10892,753,28032,30190,-2158,9949,10807,10807,7276,9434,1002.0,4.8,1142.0,5.5,3269.0,1126666.0,48418.0,1178353.0
2019-01-01,대구광역시,2700000000,222599,289659,311768,354785,434274,451346,294442,234472,93391,11836,703,31522,32735,-1213,10222,12317,12317,8983,10196,1253.0,6.0,981.0,4.7,3238.0,1128607.0,48435.0,1180280.0
2019-02-01,대구광역시,2700000000,222384,288232,310457,354025,434181,451475,296475,234211,94313,12017,699,31388,33654,-2266,9958,11817,11817,9613,11879,1131.0,6.0,774.0,4.1,3251.0,1128305.0,48400.0,1179956.0
2019-03-01,대구광역시,2700000000,222441,286643,310308,352709,432734,451004,299427,234085,95181,12070,700,25283,27708,-2425,8313,9541,9541,7429,9854,1224.0,5.9,778.0,3.8,3350.0,1129526.0,48601.0,1181477.0
2019-04-01,대구광역시,2700000000,222610,285716,310115,351572,432250,451406,300470,233967,95897,12127,707,23461,25185,-1724,8399,8788,8788,6274,7998,1105.0,5.5,806.0,4.0,3239.0,1127164.0,48505.0,1178908.0
2019-05-01,대구광역시,2700000000,222582,284754,310081,350559,431646,451853,301727,234125,96450,12180,717,26878,28792,-1914,10843,9962,9962,6073,7987,1100.0,5.3,965.0,4.7,3291.0,1127794.0,48509.0,1179594.0
2019-06-01,대구광역시,2700000000,222838,283738,310327,350119,431626,452423,302930,234340,96562,12178,710,23153,24933,-1780,9159,8798,8798,5196,6976,1037.0,5.2,737.0,3.7,3295.0,1129092.0,48568.0,1180955.0
2019-07-01,대구광역시,2700000000,223019,282574,310669,349774,431557,453118,304175,234206,96851,12245,711,24443,26231,-1788,9158,9156,9156,6129,7917,1063.0,5.1,818.0,4.0,3289.0,1130385.0,48677.0,1182351.0
2019-08-01,대구광역시,2700000000,223183,281319,310892,349216,431159,453991,306014,233615,97437,12412,717,23526,25451,-1925,8510,8918,8918,6098,8023,1058.0,5.1,751.0,3.6,3243.0,1131937.0,48883.0,1184063.0
2019-09-01,대구광역시,2700000000,223192,280266,311118,348676,430724,454280,308138,232565,98121,12656,725,21813,23294,-1481,7720,8330,8330,5763,7244,1070.0,5.4,616.0,3.1,3238.0,1133485.0,48926.0,1185649.0
2019-10-01,대구광역시,2700000000,223241,279173,311194,348225,429921,455084,310268,231847,98561,12639,725,25688,27452,-1764,9718,10067,10067,5903,7667,1150.0,5.6,779.0,3.8,3260.0,1133131.0,51609.0,1188000.0
2019-11-01,대구광역시,2700000000,223275,278410,311317,348074,429440,456001,312286,230933,99089,12637,724,25901,27825,-1924,9590,10205,10205,6106,8030,1100.0,5.5,836.0,4.2,3307.0,1134951.0,52141.0,1190399.0
